Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-44-2655-01A-01D-0944-01	1	3301765	119984772	68122	0.004
TCGA-44-2655-01A-01D-0944-01	1	146716041	181581329	19608	0.4201
TCGA-44-2655-01A-01D-0944-01	1	181581553	189120409	4872	0.345
TCGA-44-2655-01A-01D-0944-01	1	189120453	189143053	26	-0.0617
TCGA-44-2655-01A-01D-0944-01	1	189150554	247650984	37147	0.3558
TCGA-44-2655-01A-01D-0944-01	2	480597	85105322	49496	-0.0058
TCGA-44-2655-01A-01D-0944-01	2	85105337	85106283	2	-2.1011
TCGA-44-2655-01A-01D-0944-01	2	85106853	241537572	82694	-0.0058
TCGA-44-2655-01A-01D-0944-01	3	2170634	154177371	84926	0.0012
TCGA-44-2655-01A-01D-0944-01	3	154180880	154185292	5	1.2064
TCGA-44-2655-01A-01D-0944-01	3	154186065	197812401	22268	-0.0047
TCGA-44-2655-01A-01D-0944-01	4	1059384	71490429	39112	0.0054
TCGA-44-2655-01A-01D-0944-01	4	71490890	185945927	63279	-0.0097
TCGA-44-2655-01A-01D-0944-01	4	185947545	187842528	1111	0.0185
TCGA-44-2655-01A-01D-0944-01	5	913983	914118	2	-0.4215
TCGA-44-2655-01A-01D-0944-01	5	914507	5130367	2816	0.2522
TCGA-44-2655-01A-01D-0944-01	5	5133331	5133347	2	1.7226
TCGA-44-2655-01A-01D-0944-01	5	5136916	9041338	3070	0.2383
TCGA-44-2655-01A-01D-0944-01	5	9044752	9155698	101	-0.0281
TCGA-44-2655-01A-01D-0944-01	5	9155970	26885551	9670	0.2421
TCGA-44-2655-01A-01D-0944-01	5	26888351	180934240	85464	5e-04
TCGA-44-2655-01A-01D-0944-01	6	1011760	120012394	66637	0.0013
TCGA-44-2655-01A-01D-0944-01	6	120015547	120015835	2	1.8796
TCGA-44-2655-01A-01D-0944-01	6	120018184	134375877	8823	-0.0072
TCGA-44-2655-01A-01D-0944-01	6	134376239	134376302	2	-1.6996
TCGA-44-2655-01A-01D-0944-01	6	134376858	155218429	13325	-0.0097
TCGA-44-2655-01A-01D-0944-01	6	155219096	155220752	3	1.2828
TCGA-44-2655-01A-01D-0944-01	6	155221468	160739220	3533	-0.0084
TCGA-44-2655-01A-01D-0944-01	6	160741179	160741374	2	-2.1795
TCGA-44-2655-01A-01D-0944-01	6	160742228	170596889	4848	-0.0064
TCGA-44-2655-01A-01D-0944-01	7	664936	158592540	81946	0.0013
TCGA-44-2655-01A-01D-0944-01	8	667625	4088749	1793	-0.0543
TCGA-44-2655-01A-01D-0944-01	8	4088845	83365970	44408	0.0061
TCGA-44-2655-01A-01D-0944-01	8	83366318	133616840	30225	0.0669
TCGA-44-2655-01A-01D-0944-01	8	133617601	133618159	2	-1.6919
TCGA-44-2655-01A-01D-0944-01	8	133621038	144182542	5807	0.0757
TCGA-44-2655-01A-01D-0944-01	9	789794	3213469	1743	-0.2568
TCGA-44-2655-01A-01D-0944-01	9	3216078	3220262	3	-2.0281
TCGA-44-2655-01A-01D-0944-01	9	3220602	9044347	3409	-0.2563
TCGA-44-2655-01A-01D-0944-01	9	9045011	9176870	108	0.037
TCGA-44-2655-01A-01D-0944-01	9	9177874	19941807	6968	-0.2507
TCGA-44-2655-01A-01D-0944-01	9	19941867	25544795	3686	-0.2993
TCGA-44-2655-01A-01D-0944-01	9	25544993	25545660	2	-2.1306
TCGA-44-2655-01A-01D-0944-01	9	25547132	26530983	502	-0.3041
TCGA-44-2655-01A-01D-0944-01	9	26531694	68426962	7181	-0.2549
TCGA-44-2655-01A-01D-0944-01	9	68429974	138044505	44870	-0.0018
TCGA-44-2655-01A-01D-0944-01	10	366509	77171364	45590	0.0048
TCGA-44-2655-01A-01D-0944-01	10	77171715	77175413	2	-2.0064
TCGA-44-2655-01A-01D-0944-01	10	77178190	133411599	35701	-0.001
TCGA-44-2655-01A-01D-0944-01	11	456012	7846416	3825	0.0102
TCGA-44-2655-01A-01D-0944-01	11	7847983	7848373	3	-1.6515
TCGA-44-2655-01A-01D-0944-01	11	7857629	20631224	9106	0.0136
TCGA-44-2655-01A-01D-0944-01	11	20633693	20633714	2	-1.7784
TCGA-44-2655-01A-01D-0944-01	11	20638084	134272740	64656	0.0057
TCGA-44-2655-01A-01D-0944-01	12	780472	30581102	18053	-0.2576
TCGA-44-2655-01A-01D-0944-01	12	30581468	132577956	56290	0.01
TCGA-44-2655-01A-01D-0944-01	12	132578752	132605822	3	-0.5284
TCGA-44-2655-01A-01D-0944-01	13	18874255	48702124	19085	0.0031
TCGA-44-2655-01A-01D-0944-01	13	48702519	111517720	36802	0.2259
TCGA-44-2655-01A-01D-0944-01	13	111518677	111518766	2	1.9307
TCGA-44-2655-01A-01D-0944-01	13	111521972	114226675	1119	0.2483
TCGA-44-2655-01A-01D-0944-01	14	20033191	33447552	7151	0.0088
TCGA-44-2655-01A-01D-0944-01	14	33448462	33449131	3	-1.5936
TCGA-44-2655-01A-01D-0944-01	14	33449554	105533894	42636	4e-04
TCGA-44-2655-01A-01D-0944-01	15	23437561	88719923	37041	0.0045
TCGA-44-2655-01A-01D-0944-01	15	88719940	101344124	7752	0.075
TCGA-44-2655-01A-01D-0944-01	16	603333	4170461	1249	0.0279
TCGA-44-2655-01A-01D-0944-01	16	4204915	4208090	2	-1.7483
TCGA-44-2655-01A-01D-0944-01	16	4208172	73655900	29225	0.0149
TCGA-44-2655-01A-01D-0944-01	16	73655911	73659093	4	-1.4772
TCGA-44-2655-01A-01D-0944-01	16	73662071	89317317	10726	0.0113
TCGA-44-2655-01A-01D-0944-01	17	1074619	51678014	20437	0.0208
TCGA-44-2655-01A-01D-0944-01	17	51678551	51680330	2	1.7709
TCGA-44-2655-01A-01D-0944-01	17	51680439	69438355	10121	0.0128
TCGA-44-2655-01A-01D-0944-01	17	69442765	69446727	8	-1.279
TCGA-44-2655-01A-01D-0944-01	17	69446789	82959812	6707	0.0277
TCGA-44-2655-01A-01D-0944-01	18	326691	12058282	7037	0.0184
TCGA-44-2655-01A-01D-0944-01	18	12060728	12069663	2	-1.7126
TCGA-44-2655-01A-01D-0944-01	18	12069674	79349796	35924	0.017
TCGA-44-2655-01A-01D-0944-01	19	283868	58370362	24127	-0.2398
TCGA-44-2655-01A-01D-0944-01	20	472817	63588502	37559	0.0108
TCGA-44-2655-01A-01D-0944-01	21	13974127	23912237	5985	-0.0097
TCGA-44-2655-01A-01D-0944-01	21	23912254	24021935	99	-0.2881
TCGA-44-2655-01A-01D-0944-01	21	24021948	46262057	14509	5e-04
TCGA-44-2655-01A-01D-0944-01	22	16934932	26092659	2198	0.0018
TCGA-44-2655-01A-01D-0944-01	22	26092684	26108873	20	-1.1947
TCGA-44-2655-01A-01D-0944-01	22	26109672	48439062	14511	0.0046
TCGA-44-2655-01A-01D-0944-01	22	48440033	48440205	2	-1.7602
TCGA-44-2655-01A-01D-0944-01	22	48440279	48940621	356	-0.032
TCGA-44-2655-01A-01D-0944-01	X	3236359	75096169	28686	0.1493
TCGA-44-2655-01A-01D-0944-01	X	75099289	77464290	474	-0.1077
TCGA-44-2655-01A-01D-0944-01	X	77466966	79495762	795	0.1527
TCGA-44-2655-01A-01D-0944-01	X	79605290	79979461	230	-0.1621
TCGA-44-2655-01A-01D-0944-01	X	79980178	81715277	820	0.1413
TCGA-44-2655-01A-01D-0944-01	X	81715382	81715418	2	2.0522
TCGA-44-2655-01A-01D-0944-01	X	81717349	83153791	689	0.1345
TCGA-44-2655-01A-01D-0944-01	X	83156239	83984937	309	-0.1047
TCGA-44-2655-01A-01D-0944-01	X	83991135	86346376	1026	0.1567
TCGA-44-2655-01A-01D-0944-01	X	86348531	87373196	645	-0.1406
TCGA-44-2655-01A-01D-0944-01	X	87374659	89719208	1138	0.1346
TCGA-44-2655-01A-01D-0944-01	X	89721825	155677414	29110	-0.1316
TCGA-44-2655-01A-01D-1549-01	1	3301765	119984738	68120	0.0051
TCGA-44-2655-01A-01D-1549-01	1	119984772	159082107	4726	0.358
TCGA-44-2655-01A-01D-1549-01	1	159082930	159083057	2	1.7094
TCGA-44-2655-01A-01D-1549-01	1	159083690	181576364	14869	0.3535
TCGA-44-2655-01A-01D-1549-01	1	181576458	189120580	4874	0.3062
TCGA-44-2655-01A-01D-1549-01	1	189121038	189143053	24	-0.1076
TCGA-44-2655-01A-01D-1549-01	1	189150554	230315666	25750	0.3055
TCGA-44-2655-01A-01D-1549-01	1	230316577	230316706	2	2.1125
TCGA-44-2655-01A-01D-1549-01	1	230317851	247650984	11376	0.3033
TCGA-44-2655-01A-01D-1549-01	2	480597	241537572	132174	-1e-04
